Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,EmployeeId,EngagementScore,ExperienceBeforeJob,Gender,GenerationGroup,HomeDistanceLabel,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerfSatIndex,StockOptionLevel,TrainingTimesLastYear,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,Travel_Rarely,956,Research & Development,Diploma,Technical Degree,500,Better,Mid-level,Male,Gen X,Short Distance,78,Asisten Supervisor,Research Scientist,Divorced,5577,22087,3,Yes,12,Medium,2,3,9,6,9
0,Travel_Rarely,1261,Research & Development,S1,Other,501,Better,Expert,Male,Gen Y,Short Distance,31,Supervisor,Healthcare Representative,Single,10965,12066,8,No,24,Medium,0,2,2,0,0
0,Travel_Rarely,1320,Research & Development,Non-Degree,Medical,502,Good,Junior,Male,Gen Z,Short Distance,93,Entry Level,Laboratory Technician,Single,3989,20586,1,Yes,11,Medium,0,2,4,1,2
0,Non-Travel,1375,Sales,S1,Life Sciences,503,Better,Junior,Male,Millennials,Short Distance,87,Asisten Supervisor,Sales Executive,Divorced,4001,12313,1,Yes,14,High,1,3,14,0,7
0,Travel_Rarely,1423,Research & Development,S1,Life Sciences,504,Good,Junior,Male,Gen Z,Short Distance,72,Entry Level,Research Scientist,Divorced,1563,12530,1,No,14,Medium,1,2,0,0,0
1,Travel_Rarely,528,Sales,Non-Degree,Marketing,505,Good,Junior,Male,Gen Z,Long Distance,50,Entry Level,Sales Representative,Single,1675,26820,1,Yes,19,High,0,2,0,0,0
0,Travel_Rarely,734,Research & Development,S2,Medical,506,Better,Expert,Male,Gen Y,Short Distance,46,Manager,Research Director,Divorced,19328,14218,7,Yes,17,High,1,3,1,2,2
0,Non-Travel,673,Research & Development,Diploma,Other,507,Better,Junior,Female,Gen Z,Medium Distance,96,Asisten Supervisor,Manufacturing Director,Divorced,4011,8232,0,No,18,Medium,1,5,2,1,3
0,Travel_Rarely,604,Research & Development,Non-Degree,Medical,508,Better,Junior,Male,Gen Z,Short Distance,69,Entry Level,Research Scientist,Married,2773,12145,0,No,20,Medium,0,3,2,2,2
0,Travel_Rarely,244,Human Resources,S1,Life Sciences,509,Better,Junior,Male,Gen Y,Short Distance,97,Entry Level,Human Resources,Single,3539,5033,0,No,13,Medium,0,5,7,1,8
0,Travel_Frequently,570,Research & Development,S1,Life Sciences,510,Good,Junior,Male,Gen Y,Short Distance,66,Manager,Manager,Divorced,18430,16225,1,No,13,Medium,1,4,7,14,9
0,Travel_Frequently,1392,Research & Development,S2,Life Sciences,511,Better,Junior,Female,Millennials,Short Distance,56,Entry Level,Research Scientist,Married,2909,23159,1,Yes,11,High,0,3,7,3,0
0,Travel_Rarely,1115,Research & Development,S2,Life Sciences,512,Better,Junior,Male,Millennials,Short Distance,51,Asisten Supervisor,Manufacturing Director,Divorced,5993,2689,1,No,18,Medium,1,2,5,0,7
0,Travel_Frequently,1218,Research & Development,Non-Degree,Life Sciences,513,Better,Junior,Male,Millennials,Short Distance,52,Manager,Manager,Divorced,19197,8213,1,Yes,14,Medium,1,3,8,1,6
0,Travel_Frequently,607,Sales,S1,Marketing,514,Better,Junior,Female,Millennials,Short Distance,83,Asisten Supervisor,Sales Executive,Married,4639,2261,2,No,16,Medium,1,2,7,6,13
0,Travel_Rarely,1046,Research & Development,S1,Technical Degree,515,Good,Senior,Male,Gen Y,Short Distance,100,Supervisor,Healthcare Representative,Single,10496,2755,6,No,15,Very High,0,2,3,1,3
0,Travel_Rarely,213,Research & Development,S1,Medical,516,Better,Junior,Male,Millennials,Short Distance,49,Supervisor,Research Director,Married,11691,25995,0,No,11,High,0,3,9,3,7
0,Travel_Frequently,1001,Research & Development,S3,Medical,517,Better,Junior,Male,Gen Y,Short Distance,72,Asisten Supervisor,Laboratory Technician,Divorced,5679,19627,3,Yes,13,High,1,3,7,4,7
0,Travel_Frequently,561,Research & Development,S1,Life Sciences,518,Good,Junior,Female,Millennials,Short Distance,33,Entry Level,Research Scientist,Single,4084,4156,1,No,12,Medium,0,2,2,7,7
0,Travel_Rarely,1275,Research & Development,Diploma,Medical,519,Better,Junior,Female,Gen Z,Long Distance,64,Asisten Supervisor,Research Scientist,Married,5775,11934,1,No,13,Very High,2,2,8,1,9
0,Travel_Frequently,880,Sales,S2,Other,520,Better,Junior,Male,Millennials,Medium Distance,36,Asisten Supervisor,Sales Executive,Single,4581,10414,3,Yes,24,High,0,2,9,6,7
1,Travel_Rarely,1218,Sales,S2,Life Sciences,521,Better,Junior,Male,Millennials,Short Distance,82,Entry Level,Sales Representative,Single,3407,6986,7,No,23,Medium,0,4,3,0,3
0,Travel_Rarely,607,Research & Development,S3,Technical Degree,522,Good,Junior,Female,Gen X,Short Distance,78,Supervisor,Manufacturing Director,Married,10169,14618,0,No,16,High,1,4,7,1,9
0,Travel_Rarely,157,Research & Development,S1,Medical,523,Better,Junior,Female,Gen X,Short Distance,77,Asisten Supervisor,Manufacturing Director,Single,4440,25198,6,Yes,19,Medium,0,3,2,1,4
0,Travel_Rarely,676,Research & Development,S2,Life Sciences,524,Good,Mid-level,Male,Millennials,Short Distance,86,Entry Level,Laboratory Technician,Single,2018,21831,3,No,14,Medium,0,3,4,1,0
0,Travel_Rarely,1055,Research & Development,S2,Life Sciences,525,Better,Junior,Female,Gen Z,Short Distance,47,Asisten Supervisor,Manufacturing Director,Married,4227,4658,0,No,18,Medium,1,2,2,2,2
0,Travel_Rarely,469,Research & Development,Diploma,Medical,526,Better,Junior,Male,Gen Y,Short Distance,35,Asisten Manager,Manager,Married,17665,14399,0,No,17,High,1,3,6,13,7
1,Travel_Rarely,660,Research & Development,S1,Other,527,Good,Mid-level,Male,Millennials,Medium Distance,81,Asisten Supervisor,Laboratory Technician,Divorced,4834,7858,7,No,14,Medium,1,3,0,0,0
0,Travel_Rarely,1329,Research & Development,S1,Life Sciences,528,Better,Junior,Male,Gen Z,Short Distance,82,Asisten Supervisor,Healthcare Representative,Divorced,6623,4204,1,Yes,11,High,2,2,0,1,0
0,Travel_Rarely,482,Research & Development,S1,Other,529,Better,Junior,Male,Millennials,Short Distance,36,Supervisor,Manufacturing Director,Married,9434,9606,1,No,15,High,1,2,7,7,8
0,Travel_Rarely,1259,Research & Development,S2,Life Sciences,530,Better,Junior,Male,Millennials,Short Distance,95,Entry Level,Laboratory Technician,Single,1393,24852,1,No,12,Medium,0,2,0,0,0
0,Travel_Rarely,1416,Research & Development,Diploma,Medical,531,Better,Junior,Male,Millennials,Short Distance,49,Manager,Research Director,Divorced,19436,5949,0,No,19,Medium,1,5,7,3,9
1,Travel_Rarely,286,Research & Development,S2,Life Sciences,532,Better,Mid-level,Male,Gen X,Short Distance,31,Manager,Research Director,Single,19246,25761,7,Yes,12,High,0,2,15,13,8
0,Travel_Frequently,594,Research & Development,Diploma,Medical,533,Good,Junior,Female,Millennials,Short Distance,75,Entry Level,Laboratory Technician,Married,2468,15963,4,No,14,Medium,1,4,1,0,5
0,Travel_Rarely,1308,Research & Development,S1,Medical,534,Better,Junior,Male,Millennials,Medium Distance,44,Manager,Research Director,Single,19626,17544,1,No,14,Medium,0,2,7,4,9
0,Travel_Rarely,397,Research & Development,Diploma,Medical,535,Better,Junior,Female,Millennials,Short Distance,54,Supervisor,Manufacturing Director,Married,7756,14199,3,Yes,19,High,1,6,4,0,2
0,Travel_Rarely,1339,Sales,S1,Life Sciences,536,Better,Junior,Female,Gen Z,Short Distance,41,Supervisor,Sales Executive,Married,9419,8053,2,No,12,High,1,2,9,7,4
1,Travel_Rarely,118,Sales,S1,Marketing,537,Better,Junior,Female,Millennials,Medium Distance,69,Asisten Supervisor,Sales Executive,Single,5324,26507,5,No,15,Low,0,3,2,0,2
0,Travel_Rarely,819,Research & Development,S3,Life Sciences,538,Better,Junior,Male,Millennials,Medium Distance,48,Asisten Supervisor,Research Scientist,Married,5208,26312,1,No,11,Medium,0,2,15,1,10
0,Non-Travel,979,Research & Development,S2,Medical,539,Good,Junior,Male,Millennials,Short Distance,90,Asisten Supervisor,Manufacturing Director,Married,4345,4381,0,No,12,High,1,2,4,1,4
0,Non-Travel,879,Research & Development,Diploma,Medical,540,Better,Junior,Female,Gen Z,Short Distance,72,Asisten Supervisor,Manufacturing Director,Single,4695,12858,7,Yes,18,High,0,3,4,1,7
0,Travel_Rarely,964,Sales,Diploma,Life Sciences,541,Good,Mid-level,Male,Millennials,Short Distance,34,Asisten Supervisor,Sales Executive,Single,6735,12147,6,No,15,Low,0,2,0,0,0
0,Travel_Rarely,548,Research & Development,S2,Life Sciences,542,Better,Junior,Male,Gen Y,Short Distance,94,Entry Level,Laboratory Technician,Divorced,2289,20520,1,No,20,Medium,2,2,3,0,4
0,Travel_Rarely,1324,Research & Development,S1,Medical,543,Better,Senior,Female,Gen X,Short Distance,81,Entry Level,Laboratory Technician,Married,2670,9964,4,Yes,20,Low,3,3,0,0,0
1,Travel_Frequently,1475,Research & Development,Diploma,Life Sciences,544,Better,Senior,Male,Gen Y,Long Distance,97,Asisten Supervisor,Laboratory Technician,Single,4284,22710,3,No,20,Low,0,2,3,1,3
0,Travel_Rarely,516,Research & Development,S3,Life Sciences,545,Better,Senior,Male,Millennials,Short Distance,69,Asisten Supervisor,Healthcare Representative,Single,6388,22049,2,Yes,17,Medium,0,6,0,0,0
0,Travel_Rarely,736,Sales,S1,Life Sciences,546,Good,Junior,Male,Gen Z,Long Distance,48,Asisten Supervisor,Sales Executive,Married,4724,24232,1,No,11,Medium,1,0,3,0,4
0,Travel_Rarely,325,Research & Development,S2,Technical Degree,547,Better,Junior,Female,Millennials,Short Distance,63,Supervisor,Healthcare Representative,Married,7094,5747,3,No,12,Medium,0,0,7,1,7
0,Travel_Rarely,410,Sales,S1,Marketing,548,Good,Senior,Male,Gen Y,Long Distance,39,Supervisor,Sales Executive,Divorced,10854,16586,4,Yes,13,Medium,1,3,2,2,0
1,Travel_Rarely,103,Research & Development,S1,Life Sciences,549,Good,Junior,Male,Gen Z,Long Distance,50,Entry Level,Laboratory Technician,Single,2028,12947,5,Yes,14,Medium,0,4,2,0,3
1,Travel_Frequently,575,Research & Development,Non-Degree,Technical Degree,550,Better,Junior,Male,Gen Z,Short Distance,73,Entry Level,Research Scientist,Single,3102,6582,0,No,22,Medium,0,2,4,0,4
0,Non-Travel,1188,Sales,Diploma,Marketing,551,Good,Junior,Female,Millennials,Medium Distance,45,Asisten Supervisor,Sales Executive,Married,6932,24406,1,No,13,High,1,2,8,0,0
0,Non-Travel,1094,Sales,S1,Other,552,Good,Senior,Male,Millennials,Long Distance,58,Supervisor,Sales Executive,Divorced,10932,11373,3,No,15,Medium,1,2,0,0,1
0,Travel_Rarely,1134,Research & Development,S2,Technical Degree,553,Better,Junior,Female,Gen Z,Medium Distance,37,Entry Level,Laboratory Technician,Married,2811,12086,9,No,14,Medium,1,2,2,2,2
0,Travel_Frequently,1115,Research & Development,S1,Life Sciences,554,Good,Senior,Female,Gen Y,Short Distance,73,Manager,Research Director,Married,18172,9755,3,Yes,19,Low,0,1,3,0,7
0,Travel_Rarely,977,Research & Development,S1,Medical,555,Good,Junior,Male,Millennials,Short Distance,45,Asisten Supervisor,Research Scientist,Divorced,5470,25518,0,No,13,High,2,4,5,1,6
1,Travel_Rarely,1277,Research & Development,Non-Degree,Medical,556,Better,Mid-level,Male,Millennials,Medium Distance,56,Supervisor,Manager,Married,13610,24619,7,Yes,12,High,0,2,6,7,7
0,Travel_Frequently,1034,Research & Development,Non-Degree,Medical,557,Good,Expert,Female,Gen Y,Medium Distance,86,Supervisor,Healthcare Representative,Married,10527,8984,5,No,11,Medium,0,3,2,1,2
1,Travel_Rarely,1017,Research & Development,S1,Medical,558,Better,Junior,Male,Millennials,Long Distance,55,Entry Level,Research Scientist,Single,2313,2993,4,Yes,20,Low,0,0,2,2,2
0,Travel_Rarely,397,Research & Development,S2,Medical,559,Better,Senior,Male,Millennials,Short Distance,30,Supervisor,Research Director,Single,13664,25258,4,No,13,Low,0,3,2,0,2
0,Travel_Rarely,977,Research & Development,S1,Technical Degree,560,Better,Junior,Male,Gen Z,Short Distance,45,Entry Level,Research Scientist,Married,2073,12826,2,No,16,High,1,2,2,2,2
0,Travel_Rarely,775,Sales,Diploma,Medical,561,Better,Mid-level,Male,Gen Z,Long Distance,45,Asisten Supervisor,Sales Executive,Divorced,4306,4267,5,No,12,Low,2,5,0,0,0
0,Travel_Rarely,977,Research & Development,Non-Degree,Other,562,Good,Junior,Male,Gen Z,Short Distance,57,Entry Level,Laboratory Technician,Divorced,3977,7298,6,Yes,19,High,1,2,2,0,2
0,Travel_Rarely,854,Sales,S2,Medical,563,Good,Expert,Female,Gen Y,Short Distance,68,Manager,Manager,Divorced,19517,24118,3,No,11,High,1,3,0,0,6
0,Travel_Rarely,1245,Sales,S1,Life Sciences,564,Better,Junior,Male,Millennials,Medium Distance,80,Asisten Supervisor,Sales Executive,Married,9924,12355,0,No,11,High,1,3,8,7,7
1,Travel_Rarely,601,Research & Development,S2,Medical,565,Good,Expert,Female,Gen X,Short Distance,53,Supervisor,Manufacturing Director,Married,10008,12023,7,Yes,14,Medium,0,0,9,5,9
0,Travel_Rarely,329,Research & Development,Diploma,Life Sciences,566,Good,Junior,Male,Millennials,Short Distance,98,Entry Level,Laboratory Technician,Married,2218,16193,1,No,12,Medium,1,3,2,3,2
0,Travel_Frequently,921,Research & Development,Non-Degree,Medical,567,Good,Junior,Female,Gen Z,Short Distance,66,Entry Level,Research Scientist,Divorced,2007,25265,1,No,13,Medium,2,5,3,1,3
1,Travel_Frequently,464,Research & Development,S1,Technical Degree,568,Better,Junior,Male,Gen Z,Short Distance,40,Entry Level,Research Scientist,Single,2285,3427,9,Yes,23,High,0,4,0,0,0
0,Travel_Rarely,310,Research & Development,Diploma,Technical Degree,569,Good,Junior,Male,Gen X,Short Distance,72,Entry Level,Laboratory Technician,Married,2339,3666,8,No,11,High,1,4,9,9,8
0,Travel_Frequently,430,Sales,S1,Medical,570,Better,Junior,Male,Millennials,Short Distance,54,Asisten Supervisor,Sales Executive,Married,4373,17456,0,No,14,Medium,2,2,3,0,3
0,Travel_Rarely,261,Research & Development,Diploma,Medical,571,Better,Junior,Female,Gen Y,Long Distance,66,Asisten Supervisor,Healthcare Representative,Married,8926,10842,4,No,22,High,1,2,7,3,7
0,Travel_Rarely,1089,Sales,Diploma,Technical Degree,572,Good,Mid-level,Male,Gen X,Short Distance,66,Supervisor,Manager,Married,11904,11038,3,Yes,14,High,1,1,4,0,4
0,Travel_Rarely,1385,Research & Development,Diploma,Medical,573,Better,Junior,Male,Gen Y,Medium Distance,79,Asisten Manager,Healthcare Representative,Married,13496,7501,0,Yes,14,High,0,2,7,4,10
0,Travel_Frequently,574,Research & Development,Non-Degree,Medical,574,Better,Junior,Male,Gen Z,Medium Distance,40,Entry Level,Laboratory Technician,Married,3812,7003,1,No,13,High,0,3,8,3,10
0,Travel_Rarely,801,Sales,S2,Marketing,575,Better,Junior,Female,Millennials,Short Distance,48,Supervisor,Sales Executive,Married,10422,24032,1,No,19,High,2,3,10,5,7
0,Travel_Rarely,1272,Research & Development,S1,Technical Degree,576,Good,Senior,Female,Gen X,Short Distance,37,Supervisor,Healthcare Representative,Divorced,10552,9255,2,Yes,13,High,1,3,0,0,4
0,Travel_Rarely,440,Research & Development,S1,Medical,577,Good,Junior,Male,Gen Z,Long Distance,42,Entry Level,Research Scientist,Married,2713,6672,1,No,11,High,1,2,2,0,2
0,Travel_Rarely,852,Sales,S1,Marketing,578,Good,Junior,Male,Gen Z,Short Distance,72,Asisten Supervisor,Sales Executive,Married,6578,2706,1,No,18,Medium,1,3,3,1,4
0,Travel_Frequently,1211,Sales,S2,Marketing,579,Better,Junior,Male,Gen Y,Short Distance,98,Asisten Supervisor,Sales Executive,Single,5772,20445,4,Yes,21,Medium,0,4,6,0,8
1,Travel_Frequently,1060,Sales,S1,Life Sciences,580,Better,Junior,Female,Millennials,Short Distance,54,Entry Level,Sales Representative,Single,2302,8319,1,Yes,11,Medium,0,2,2,2,2
1,Travel_Rarely,202,Research & Development,S1,Life Sciences,581,Better,Junior,Female,Millennials,Short Distance,34,Entry Level,Research Scientist,Single,1261,22262,1,No,12,Medium,0,3,0,0,0
0,Travel_Rarely,1256,Research & Development,Non-Degree,Medical,582,Better,Junior,Male,Gen Z,Medium Distance,80,Entry Level,Research Scientist,Married,2323,11992,1,No,24,Medium,2,6,2,2,2
0,Non-Travel,1123,Research & Development,Diploma,Medical,583,Better,Junior,Male,Gen Z,Medium Distance,96,Entry Level,Laboratory Technician,Divorced,2935,7324,1,Yes,13,High,2,2,0,0,0
0,Travel_Rarely,852,Research & Development,S2,Life Sciences,584,Better,Junior,Female,Millennials,Short Distance,82,Entry Level,Research Scientist,Married,3419,13072,9,Yes,14,Medium,1,3,1,0,0
0,Travel_Frequently,185,Research & Development,S2,Life Sciences,585,Better,Junior,Female,Gen Y,Short Distance,33,Entry Level,Laboratory Technician,Single,2455,10675,0,No,19,Medium,0,5,7,1,7
1,Travel_Frequently,130,Research & Development,S2,Life Sciences,586,Good,Junior,Female,Millennials,Long Distance,96,Entry Level,Research Scientist,Divorced,2022,16612,1,Yes,19,Medium,1,3,2,7,8
0,Travel_Frequently,1499,Sales,S1,Marketing,587,Better,Junior,Female,Gen X,Long Distance,80,Supervisor,Sales Executive,Married,10266,2845,4,No,19,Medium,0,5,13,13,11
0,Travel_Rarely,131,Sales,S1,Marketing,588,Better,Junior,Female,Millennials,Short Distance,86,Asisten Supervisor,Sales Executive,Single,4538,6039,0,Yes,12,Medium,0,3,2,0,2
1,Travel_Rarely,1122,Research & Development,S1,Medical,589,Good,Mid-level,Male,Millennials,Short Distance,70,Entry Level,Laboratory Technician,Married,2404,4303,7,Yes,21,High,0,2,2,2,2
0,Travel_Rarely,770,Sales,S2,Marketing,590,Good,Junior,Male,Millennials,Short Distance,73,Supervisor,Sales Executive,Divorced,8740,5569,0,Yes,14,Medium,2,2,7,2,7
0,Travel_Rarely,1154,Sales,Diploma,Life Sciences,591,Better,Junior,Male,Millennials,Short Distance,54,Entry Level,Sales Representative,Married,3067,6393,0,No,19,Medium,1,1,2,1,2
0,Travel_Rarely,574,Research & Development,S1,Life Sciences,592,Better,Junior,Male,Gen Y,Medium Distance,30,Supervisor,Healthcare Representative,Married,7510,16873,1,No,17,Medium,1,1,9,0,9
1,Travel_Rarely,587,Research & Development,Non-Degree,Medical,593,Good,Junior,Male,Millennials,Short Distance,38,Entry Level,Laboratory Technician,Divorced,3408,6705,7,No,13,Medium,3,2,3,1,3
0,Travel_Rarely,891,Sales,Diploma,Life Sciences,594,Good,Junior,Female,Gen Z,Short Distance,99,Asisten Supervisor,Sales Executive,Single,4487,12090,1,Yes,11,Medium,0,3,4,1,3
0,Travel_Rarely,1495,Research & Development,S2,Technical Degree,595,Good,Senior,Male,Gen Y,Short Distance,96,Asisten Supervisor,Healthcare Representative,Married,6651,21534,2,No,14,Medium,1,0,2,1,2
0,Non-Travel,1313,Research & Development,Diploma,Medical,596,Good,Junior,Male,Millennials,Short Distance,59,Entry Level,Laboratory Technician,Divorced,2008,20439,1,No,12,Medium,3,2,1,0,0
0,Travel_Rarely,788,Human Resources,S2,Medical,597,Better,Junior,Male,Gen Y,Long Distance,36,Entry Level,Human Resources,Single,2177,8318,1,No,16,Low,0,3,3,0,4
0,Travel_Rarely,982,Research & Development,S1,Life Sciences,598,Good,Junior,Male,Gen Y,Medium Distance,59,Asisten Manager,Research Director,Divorced,14336,4345,1,No,11,Medium,1,3,10,3,9
0,Travel_Frequently,829,Research & Development,S1,Medical,599,Good,Junior,Male,Millennials,Medium Distance,71,Asisten Manager,Research Director,Divorced,17007,11929,7,No,14,Medium,2,3,8,6,9
0,Travel_Rarely,670,Research & Development,S2,Medical,600,Better,Junior,Female,Millennials,Short Distance,51,Asisten Supervisor,Healthcare Representative,Single,6142,4223,3,Yes,16,Medium,0,4,2,0,4
0,Travel_Rarely,1333,Sales,S2,Life Sciences,601,Better,Junior,Female,Millennials,Short Distance,87,Entry Level,Sales Representative,Married,2220,18410,1,Yes,19,High,1,2,1,0,0
0,Travel_Rarely,310,Research & Development,Non-Degree,Medical,602,Better,Junior,Male,Gen Z,Short Distance,79,Entry Level,Research Scientist,Single,3505,19630,1,No,18,Medium,0,3,2,0,2
0,Travel_Rarely,571,Research & Development,Non-Degree,Life Sciences,603,Good,Junior,Female,Millennials,Short Distance,82,Entry Level,Research Scientist,Divorced,2782,19905,0,Yes,13,Medium,2,3,3,4,3
0,Travel_Rarely,384,Sales,S2,Life Sciences,604,Good,Junior,Female,Millennials,Short Distance,72,Entry Level,Sales Representative,Married,2572,20317,1,No,16,Medium,1,1,2,0,2
1,Travel_Rarely,530,Sales,Non-Degree,Life Sciences,605,Good,Junior,Male,Millennials,Short Distance,51,Supervisor,Sales Executive,Married,10325,5518,1,Yes,11,Medium,1,6,7,3,7
